predicted_priority_rank,platform_shop_id,year_month,shop_name,brand,category,sido,sigungu,predictive_rank_score,decision_band,explanation_index,signal_decomposition_index,action_band,risk_flag,top_positive_signal,top_negative_signal,model_probability_raw,probability_band,probability_score,growth_alpha_score,review_growth_score,operation_score,stability_score,market_fit_score,ranking_basis,score_role
147,ba_14689645,2025-09,본죽&비빔밥 병점복합타운점,본그룹,백반·죽·국수,경기도,화성시,0.388,Watch,83.36,83.36,Monitor,none,growth_alpha,review_growth,0.388,1,96.7972859138455,100.0,43.60902631578948,76.90952090653127,63.99383978860381,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
148,ba_14689573,2025-09,본죽&비빔밥 시흥목감역점,본그룹,백반·죽·국수,경기도,시흥시,0.388,Watch,83.19,83.19,Monitor,none,operation,review_growth,0.388,1,96.08236211792364,85.78512682525682,42.58373684210526,96.14285411271258,73.07190042340898,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
149,ba_14689766,2025-09,본죽&비빔밥 인천신포동점,본그룹,백반·죽·국수,인천광역시,중구,0.388,Watch,82.99,82.99,Monitor,none,operation,market_fit,0.388,1,94.7686049253719,82.067639582718,51.7543947368421,97.0021399174139,69.91317109188523,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
150,ba_14689875,2025-09,본죽 양산물금증산점,본그룹,백반·죽·국수,경상남도,양산시,0.388,Watch,82.67,82.67,Monitor,none,model_probability,review_growth,0.388,1,97.74293140166,90.1257757720835,42.53492105263158,97.13205736552388,49.79340760549282,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
151,ba_14689854,2025-09,본죽&비빔밥 인천간석홈플러스앞점,본그룹,백반·죽·국수,인천광역시,남동구,0.388,Watch,82.53,82.53,Monitor,stability_risk,operation,stability,0.388,1,97.21515305625246,87.34263202127326,58.142,97.44936726182942,33.32940983571972,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
152,ba_14689481,2025-09,본죽&비빔밥 파주운정해오름점,본그룹,백반·죽·국수,경기도,파주시,0.388,Watch,82.03,82.03,Monitor,none,operation,review_growth,0.388,1,96.0446186101974,77.08762247060183,46.59442105263159,96.41721205196012,76.87411475185063,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
153,ba_14692165,2025-09,본죽 세종아름점,본그룹,백반·죽·국수,세종특별자치시,보듬3로,0.388,Watch,81.21,81.21,Monitor,none,operation,market_fit,0.388,1,94.97784660724716,74.03420106442752,57.89473684210527,98.91647650880428,59.393533618867416,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
154,ba_14692275,2025-09,본죽&비빔밥 전주객사점,본그룹,백반·죽·국수,전북특별자치도,전주시,0.388,Watch,81.18,81.18,Monitor,none,operation,market_fit,0.388,1,95.52068830610648,68.87988135806376,63.98892105263159,97.91096335626632,62.42377699232151,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
155,ba_14690002,2025-09,본죽 송도센트럴파크점,본그룹,백반·죽·국수,인천광역시,연수구,0.388,Watch,80.41,80.41,Monitor,none,growth_alpha,review_growth,0.388,1,95.39309454182124,100.0,8.215657894736845,93.24950137016296,68.0559707088163,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
156,ba_14689611,2025-09,본죽&비빔밥 시흥장곡점,본그룹,백반·죽·국수,경기도,시흥시,0.388,Watch,80.18,80.18,Monitor,none,model_probability,market_fit,0.388,1,98.99111087029831,64.4850039521262,61.8421052631579,93.53155892727018,61.06185535691843,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
157,ba_14691857,2025-09,본죽&비빔밥 부산명지국제중앙점,본그룹,백반·죽·국수,부산광역시,강서구,0.388,Watch,79.77,79.77,Monitor,none,model_probability,market_fit,0.388,1,97.29715485392497,65.35939905733159,50.40486842105264,96.66387559399386,73.19004354317786,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
158,ba_14690992,2025-09,본죽&비빔밥 대전신탄점,본그룹,백반·죽·국수,대전광역시,대덕구,0.388,Watch,79.74,79.74,Monitor,none,operation,growth_alpha,0.388,1,95.44315582825122,49.36060689316656,85.82994736842106,97.64783562149977,64.70020593169112,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
159,ba_14688088,2025-09,본죽&비빔밥 대흥역점,본그룹,백반·죽·국수,서울특별시,마포구,0.388,Watch,79.63,79.63,Monitor,stability_risk,growth_alpha,stability,0.388,1,94.67374198996872,100.0,49.87468421052632,94.53301608786832,16.199481340732273,63.5090479039024,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
160,ba_14732026,2025-09,굽네치킨 부산전포점,굽네치킨,치킨,부산광역시,부산진구,0.388,Watch,79.01,79.01,Monitor,stability_risk,review_growth,stability,0.388,1,98.52124754486876,66.43545485921413,100.0,86.14774667209485,0.0,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
161,ba_14689614,2025-09,본죽&비빔밥 시흥시화점,본그룹,백반·죽·국수,경기도,시흥시,0.388,Watch,78.97,78.97,Monitor,stability_risk,model_probability,stability,0.388,1,99.03470376273673,66.3731342547331,63.49744736842106,94.70677585434194,39.82359402696421,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
162,ba_14691277,2025-09,본죽&비빔밥 대구달서구청점,본그룹,백반·죽·국수,대구광역시,달서구,0.388,Watch,78.73,78.73,Monitor,none,operation,market_fit,0.388,1,95.44127299121178,51.339613096793656,67.61134210526318,96.4375677811571,78.8651002319597,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
163,ba_14692482,2025-09,본죽&비빔밥 충주호암점,본그룹,백반·죽·국수,충청북도,충주시,0.388,Watch,78.54,78.54,Monitor,none,model_probability,review_growth,0.388,1,97.6884503249054,63.23653002820557,49.50213157894737,97.04105528205514,65.59596998133665,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
164,ba_14692326,2025-09,본죽&비빔밥 제천청전점,본그룹,백반·죽·국수,충청북도,제천시,0.388,Watch,78.49,78.49,Monitor,none,model_probability,review_growth,0.388,1,94.80875893987516,70.99831633493213,49.760763157894736,84.78101882306254,73.793832203454,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
165,ba_14714062,2025-09,본죽&비빔밥 파주운정산내마을점,본그룹,백반·죽·국수,경기도,파주시,0.388,Watch,78.42,78.42,Monitor,none,model_probability,review_growth,0.388,1,98.5763027859028,88.05154829622374,36.315789473684205,71.877770370269,56.79050697925929,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
166,ba_14689750,2025-09,본죽&비빔밥 안산본오점,본그룹,백반·죽·국수,경기도,안산시,0.388,Watch,78.22,78.22,Monitor,stability_risk,model_probability,stability,0.388,1,99.80122249847446,78.04289468898644,59.8792105263158,77.99831543511654,30.94117889242533,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
167,ba_13233576,2025-09,본죽&비빔밥 당진점,본그룹,백반·죽·국수,충청남도,당진시,0.388,Watch,78.16,78.16,Monitor,none,operation,review_growth,0.388,1,97.61743243758676,64.17945341105268,43.469789473684216,98.41626439868492,66.70617929388246,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
168,ba_14688522,2025-09,본죽 시흥은행점,본그룹,백반·죽·국수,경기도,시흥시,0.388,Watch,78.06,78.06,Monitor,none,operation,market_fit,0.388,1,98.17121309970412,55.420382240800414,53.125,98.69226413867896,70.75444246509812,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
169,ba_13234034,2025-09,본죽 포항오천점,본그룹,백반·죽·국수,경상북도,포항시,0.388,Watch,78.06,78.06,Monitor,none,operation,growth_alpha,0.388,1,94.5320010546005,44.94606446546642,68.75,99.092793045525,85.56958914602384,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
170,ba_14687335,2025-09,본죽&비빔밥 광운대역점,본그룹,백반·죽·국수,서울특별시,노원구,0.388,Watch,77.88,77.88,Monitor,stability_risk,model_probability,stability,0.388,1,97.18496241178416,93.21027988458384,35.56321052631579,96.24813887567952,22.26070747763093,64.92479679852866,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
171,ba_14692022,2025-09,본죽&비빔밥 여수죽림점,본그룹,백반·죽·국수,전라남도,여수시,0.388,Watch,77.77,77.77,Monitor,none,model_probability,review_growth,0.388,1,96.60436297265724,67.7554722163117,33.786078947368416,96.19629252038138,75.17746952645786,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
172,ba_14691901,2025-09,본죽&비빔밥 약사점,본그룹,백반·죽·국수,울산광역시,중구,0.388,Watch,77.03,77.03,Monitor,none,model_probability,review_growth,0.388,1,97.83548828232227,56.23030622617979,46.24860526315789,95.22200085528274,75.07833154353214,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
173,ba_14688729,2025-09,본죽&비빔밥 과천점,본그룹,백반·죽·국수,경기도,과천시,0.388,Watch,76.84,76.84,Monitor,none,operation,review_growth,0.388,1,95.08752478181148,55.80778538654988,44.736842105263165,96.5318627031724,84.17795603077735,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
174,ba_14691943,2025-09,본죽&비빔밥 순천연향점,본그룹,백반·죽·국수,전라남도,순천시,0.388,Watch,76.79,76.79,Monitor,none,operation,review_growth,0.388,1,96.18332213360938,69.65867829659454,24.112605263157896,96.61837455225948,76.03213180509361,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
175,ba_14688180,2025-09,본죽&비빔밥 왕십리뉴타운점,본그룹,백반·죽·국수,서울특별시,성동구,0.388,Watch,76.78,76.78,Monitor,none,operation,review_growth,0.388,1,94.94865070002004,70.99439219868412,43.15789473684211,98.24383939842832,59.06118199717187,64.95254240339992,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
176,ba_10841883,2025-09,굽네치킨 선부3동점,굽네치킨,치킨,경기도,안산시,0.388,Watch,76.75,76.75,Monitor,stability_risk,review_growth,stability,0.388,1,97.54399749679212,52.24435928970252,100.0,97.01980150598185,0.0,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
177,ba_14689415,2025-09,본죽&비빔밥 수원탑동점,본그룹,백반·죽·국수,경기도,수원시,0.388,Watch,76.62,76.62,Monitor,none,operation,review_growth,0.388,1,97.84473740722648,57.26488146919218,40.35086842105263,98.58240307080716,72.19510330262244,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
178,ba_14727064,2025-09,본죽&비빔밥 전주혁신도시점,본그룹,백반·죽·국수,전북특별자치도,완주군,0.388,Watch,76.2,76.2,Monitor,none,model_probability,review_growth,0.388,1,95.71865857027348,57.15307684151596,42.275052631578944,94.46991179469109,79.02654559912303,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
179,ba_14688555,2025-09,본죽 수원인계점,본그룹,백반·죽·국수,경기도,수원시,0.388,Watch,76.16,76.16,Monitor,stability_risk,model_probability,stability,0.388,1,99.78757706678932,67.84406458041921,55.32436842105264,93.37043834950958,19.6945187880388,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
180,ba_14691179,2025-09,본죽&비빔밥 내당삼익뉴타운점,본그룹,백반·죽·국수,대구광역시,서구,0.388,Watch,75.73,75.73,Monitor,none,operation,review_growth,0.388,1,95.54206645377585,56.01540988351358,45.11278947368421,98.45368301853227,67.51694862056331,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
181,ba_14691976,2025-09,본죽&비빔밥 부산전포점,본그룹,백반·죽·국수,부산광역시,부산진구,0.388,Watch,75.46,75.46,Monitor,stability_risk,model_probability,stability,0.388,1,99.06653592789056,58.65116573728009,51.39876315789474,96.26431413679734,39.74413241073139,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
182,ba_14691101,2025-09,본죽&비빔밥 대구율하점,본그룹,백반·죽·국수,대구광역시,동구,0.388,Watch,75.12,75.12,Monitor,none,model_probability,review_growth,0.388,1,94.91776952793488,77.74911655665692,24.81202631578948,74.31157650846217,75.97545711698271,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
183,ba_14689936,2025-09,본죽&비빔밥 안양박달점,본그룹,백반·죽·국수,경기도,안양시,0.388,Watch,75.06,75.06,Monitor,none,model_probability,review_growth,0.388,1,98.77801884917967,52.66357676040051,35.67252631578948,98.12230372116414,72.50145385204064,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
184,ba_14689757,2025-09,본죽&비빔밥 인천연수점,본그룹,백반·죽·국수,인천광역시,연수구,0.388,Watch,74.65,74.65,Monitor,none,operation,review_growth,0.388,1,98.80217734726666,47.93767518316932,33.37065789473685,98.8371490347279,82.55994743458828,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
185,ba_14691375,2025-09,본죽&비빔밥 경산중산점,본그룹,백반·죽·국수,경상북도,경산시,0.388,Watch,74.47,74.47,Monitor,none,model_probability,review_growth,0.388,1,98.6026164993518,61.249941595217926,38.32236842105263,95.16683145114112,46.20216331053627,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
186,ba_14712294,2025-09,본죽&비빔밥 서울대입구역점,본그룹,백반·죽·국수,서울특별시,관악구,0.388,Watch,74.33,74.33,Monitor,none,operation,review_growth,0.388,1,96.60150732159283,61.95717293031051,45.98336842105263,96.95304668817415,49.338997181051056,62.2537515477277,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
187,ba_14691969,2025-09,본죽&비빔밥 부산사직점,본그룹,백반·죽·국수,부산광역시,동래구,0.388,Watch,74.31,74.31,Monitor,stability_risk,growth_alpha,stability,0.388,1,97.22155739456296,100.0,39.09773684210527,39.9985,34.14675016350769,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
188,ba_14691150,2025-09,본죽 다사죽곡점,본그룹,백반·죽·국수,대구광역시,달성군,0.388,Watch,74.19,74.19,Monitor,none,operation,review_growth,0.388,1,94.7923157418052,57.57295942005257,27.97784210526316,98.24443809634587,76.87065194998041,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
189,ba_14689761,2025-09,본죽&비빔밥 송도글로벌캠퍼스점,본그룹,백반·죽·국수,인천광역시,연수구,0.388,Watch,74.1,74.1,Monitor,none,model_probability,review_growth,0.388,1,95.3715351882931,74.81060361473918,10.216710526315792,80.34502533347474,84.30212399584696,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
190,ba_14732355,2025-09,본죽&비빔밥 속초점,본그룹,백반·죽·국수,강원특별자치도,속초시,0.388,Watch,73.69,73.69,Monitor,none,model_probability,review_growth,0.388,1,97.4956294096329,53.0243312520816,32.33081578947369,95.90442728557208,70.7611951480126,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
191,ba_14691005,2025-09,본죽&비빔밥 광주화정점,본그룹,백반·죽·국수,광주광역시,서구,0.388,Watch,73.41,73.41,Monitor,none,operation,review_growth,0.388,1,95.31114607387612,50.03396206901082,33.14365789473685,97.78763158524944,79.07560428801736,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
192,ba_14689485,2025-09,본죽&비빔밥 수원광교역점,본그룹,백반·죽·국수,경기도,수원시,0.388,Watch,73.05,73.05,Monitor,none,operation,review_growth,0.388,1,96.33282480361544,43.1824201799926,26.90057894736842,100.0,94.98977640235732,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
193,ba_13412065,2025-09,굽네치킨 신길뉴타운점,굽네치킨,치킨,서울특별시,영등포구,0.388,Watch,72.7,72.7,Monitor,stability_risk,operation,stability,0.388,1,95.23174705563493,70.42525942115554,45.24355263157895,95.45690059219775,0.0,78.6447685642593,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
194,ba_14692012,2025-09,본죽&비빔밥 여수여서점,본그룹,백반·죽·국수,전라남도,여수시,0.388,Watch,72.65,72.65,Monitor,none,model_probability,review_growth,0.388,1,98.40203103871612,93.2190149675314,16.599184210526317,42.45830411117307,60.429594843995645,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
195,ba_14688582,2025-09,본죽&비빔밥 오목교역점,본그룹,백반·죽·국수,서울특별시,양천구,0.388,Watch,72.38,72.38,Monitor,none,operation,review_growth,0.388,1,94.80347821732762,49.15493337919622,33.82352631578948,95.39112468311774,81.50180657120377,66.79366594608811,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
196,ba_14692201,2025-09,본죽&비빔밥 세종반곡점,본그룹,백반·죽·국수,세종특별자치시,한누리대로,0.388,Watch,72.18,72.18,Monitor,none,model_probability,growth_alpha,0.388,1,97.43814963987562,33.99486436982391,36.09023684210527,97.15121569888574,95.90708233988092,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
197,ba_14689610,2025-09,본죽 동인천점,본그룹,백반·죽·국수,인천광역시,중구,0.388,Watch,72.05,72.05,Monitor,none,model_probability,review_growth,0.388,1,94.96932973610036,87.07027036134811,27.631578947368425,39.3355,70.01114368532413,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
198,ba_14689993,2025-09,본죽&비빔밥 용인구갈점,본그룹,백반·죽·국수,경기도,용인시,0.388,Watch,72.04,72.04,Monitor,none,operation,review_growth,0.388,1,96.01423307128888,43.91077977409281,25.4386052631579,97.77595697585708,89.77880172945918,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
199,ba_14504490,2025-09,본죽&비빔밥 부천순천향병원앞점,본그룹,백반·죽·국수,경기도,부천시,0.388,Watch,71.97,71.97,Monitor,growth_alpha_direction_risk;stability_risk,review_growth,growth_alpha,0.388,1,97.21601834052788,20.1333740748835,100.0,94.89382520073484,36.77488407924729,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
200,ba_14688525,2025-09,본죽 시흥시화병원점,본그룹,백반·죽·국수,경기도,시흥시,0.388,Watch,71.97,71.97,Monitor,none,model_probability,review_growth,0.388,1,96.52134709626202,94.32018967545343,21.30326315789474,42.14061479091757,50.86840459554045,50.0,calibrated_model_probability,composite_is_explanation_index_not_predictive_rank
